site_no,dateTime,parm_cd,state
03601630,2008-10-01T05:45:00Z,00095,TN
08181800,2022-05-25T18:00:00Z,99133,TX
08188500,2022-05-25T19:00:00Z,99133,TX
08195000,2020-07-27T23:00:00Z,99133,TX
07227500,2022-05-25T19:00:00Z,00095,TX
07311782,2022-05-25T18:30:00Z,00095,TX
07311800,2022-05-25T18:30:00Z,00095,TX
07312500,2022-05-25T18:30:00Z,00095,TX
07332605,2022-05-25T18:15:00Z,00095,TX
07332620,2019-10-14T23:45:00Z,00095,TX
07332622,2022-05-25T19:00:00Z,00095,TX
07336820,2008-10-01T05:00:00Z,00095,TX
08048000,2022-05-20T09:30:00Z,00095,TX
08049500,2022-05-25T18:30:00Z,00095,TX
08052700,2022-05-25T18:15:00Z,00095,TX
08052745,2022-05-25T18:15:00Z,00095,TX
08057000,2022-05-25T19:00:00Z,00095,TX
08057055,2015-02-10T05:45:00Z,00095,TX
08057410,2022-05-25T19:00:00Z,00095,TX
08062500,2022-05-25T18:30:00Z,00095,TX
08065350,2022-05-25T18:45:00Z,00095,TX
08068000,2022-05-25T18:15:00Z,00095,TX
08068500,2022-05-25T18:45:00Z,00095,TX
08069500,2022-05-25T18:45:00Z,00095,TX
08070200,2022-05-25T19:00:00Z,00095,TX
08086212,2022-05-25T19:00:00Z,00095,TX
08086290,2022-05-25T18:30:00Z,00095,TX
08108700,2017-07-14T16:45:00Z,00095,TX
08110075,2017-07-14T17:30:00Z,00095,TX
08110200,2017-07-13T18:00:00Z,00095,TX
08111500,2017-07-12T17:30:00Z,00095,TX
08114000,2017-07-11T21:30:00Z,00095,TX
08116650,2017-07-11T20:00:00Z,00095,TX
08123850,2022-05-25T19:00:00Z,00095,TX
08126380,2022-05-25T19:00:00Z,00095,TX
08171290,2011-01-21T05:45:00Z,00095,TX
08180800,2022-05-25T18:45:00Z,00095,TX
08180850,2018-12-17T14:30:00Z,00095,TX
08181500,2022-05-25T18:15:00Z,00095,TX
08181800,2022-05-25T18:30:00Z,00095,TX
08188060,2022-05-25T19:00:00Z,00095,TX
08188500,2022-05-25T19:00:00Z,00095,TX
08195000,2022-05-25T19:00:00Z,00095,TX
08211200,2022-05-25T19:00:00Z,00095,TX
08211502,2022-05-25T19:00:00Z,00095,TX
08364000,2022-05-25T18:30:00Z,00095,TX
08371500,2022-05-25T19:00:00Z,00095,TX
08374200,2022-05-25T19:00:00Z,00095,TX
08377200,2022-05-25T19:00:00Z,00095,TX
08412500,2022-05-25T18:15:00Z,00095,TX
08419000,2022-05-25T19:00:00Z,00095,TX
08420500,2015-03-24T04:45:00Z,00095,TX
08437710,2022-05-25T18:45:00Z,00095,TX
08446500,2022-05-25T18:45:00Z,00095,TX
08447000,2022-05-25T18:45:00Z,00095,TX
08447300,2022-05-25T19:00:00Z,00095,TX
08447410,2022-05-25T19:00:00Z,00095,TX
08449000,2022-05-25T18:15:00Z,00095,TX
08462500,2022-02-11T15:00:00Z,00095,TX
08462500,2022-05-25T18:45:00Z,00095,TX
08470500,2020-12-14T22:28:00Z,00095,TX
08470500,2021-03-23T16:03:00Z,00095,TX
08470500,2021-03-23T16:07:00Z,00095,TX
08470500,2021-03-23T16:10:00Z,00095,TX
08470500,2021-03-23T16:14:00Z,00095,TX
09180000,2022-05-25T18:45:00Z,00095,UT
09180500,2022-05-25T19:00:00Z,00095,UT
09230300,2012-10-31T05:45:00Z,00095,UT
09234500,2022-05-25T18:30:00Z,00095,UT
09261000,2022-05-25T18:30:00Z,00095,UT
09277500,2016-11-03T06:45:00Z,00095,UT
09302000,2022-05-25T19:00:00Z,00095,UT
09314280,2017-10-11T08:30:00Z,00095,UT
09314500,2022-05-25T18:30:00Z,00095,UT
09315000,2022-05-25T19:00:00Z,00095,UT
09328500,2022-05-25T18:30:00Z,00095,UT
09328910,2016-10-20T10:15:00Z,00095,UT
09379500,2022-05-25T18:30:00Z,00095,UT
09406000,2022-05-25T19:00:00Z,00095,UT
10126000,2022-05-25T18:30:00Z,00095,UT
10129900,2022-05-25T18:30:00Z,00095,UT
10133650,2022-05-25T18:30:00Z,00095,UT
10133800,2022-05-25T18:15:00Z,00095,UT
10133980,2022-05-25T19:00:00Z,00095,UT
10141000,2022-05-25T18:45:00Z,00095,UT
01632900,2022-05-25T19:00:00Z,99133,VA
01645762,2022-05-25T18:45:00Z,99133,VA
01646000,2022-05-25T18:15:00Z,99133,VA
01654000,2022-05-25T18:45:00Z,99133,VA
01673000,2022-05-25T18:45:00Z,99133,VA
0167300055,2022-05-25T18:45:00Z,99133,VA
02035000,2022-05-25T19:00:00Z,99133,VA
01616100,2016-10-04T18:00:00Z,00095,VA
01622459,2021-04-07T11:05:00Z,00095,VA
01622464,2021-04-07T12:55:00Z,00095,VA
0162246747,2021-04-07T13:10:00Z,00095,VA
0162246784,2021-04-07T13:40:00Z,00095,VA
0162588350,2021-04-05T15:05:00Z,00095,VA
0162588440,2021-04-05T14:35:00Z,00095,VA
01632900,2022-05-25T19:00:00Z,00095,VA
01636316,2016-10-04T20:00:00Z,00095,VA
01645704,2022-05-25T18:15:00Z,00095,VA
01645762,2022-05-25T18:45:00Z,00095,VA
01646000,2022-05-25T18:15:00Z,00095,VA
01646305,2022-05-25T18:45:00Z,00095,VA
0165389205,2015-01-09T04:45:00Z,00095,VA
01654000,2022-05-25T18:45:00Z,00095,VA
01654500,2022-05-25T18:45:00Z,00095,VA
01655794,2021-04-07T17:45:00Z,00095,VA
01656903,2022-05-25T18:45:00Z,00095,VA
01661977,2021-04-08T15:45:00Z,00095,VA
01668000,2022-05-25T18:15:00Z,00095,VA
0166818623,2016-06-29T03:45:00Z,00095,VA
0166818985,2016-10-01T04:45:00Z,00095,VA
01673000,2022-05-25T18:30:00Z,00095,VA
0167300055,2022-05-25T18:45:00Z,00095,VA
0201144558,2021-03-08T01:05:00Z,00095,VA
0201144806,2021-03-05T14:50:00Z,00095,VA
02015729,2021-04-06T13:40:00Z,00095,VA
02015742,2021-04-06T13:45:00Z,00095,VA
02020246,2021-04-06T18:55:00Z,00095,VA
02020258,2021-04-06T20:00:00Z,00095,VA
0202848919,2021-04-03T18:45:00Z,00095,VA
0202848938,2021-04-05T13:05:00Z,00095,VA
02035000,2022-05-25T19:00:00Z,00095,VA
02042500,2022-05-25T18:45:00Z,00095,VA
0205373035,2022-05-25T18:55:00Z,00095,VA
0205373075,2022-05-25T18:55:00Z,00095,VA
0205373228,2022-05-25T02:00:00Z,00095,VA
0205373422,2022-05-25T18:55:00Z,00095,VA
0205450393,2022-05-25T19:10:00Z,00095,VA
0205450495,2022-05-25T19:10:00Z,00095,VA
02054550,2022-05-25T19:10:00Z,00095,VA
02054750,2020-11-04T18:00:00Z,00095,VA
02054750,2022-05-25T19:00:00Z,00095,VA
0205491522,2011-10-04T03:45:00Z,00095,VA
0205492550,2008-10-01T03:45:00Z,00095,VA
0205494935,2009-10-01T04:45:00Z,00095,VA
02055010,2007-11-01T03:45:00Z,00095,VA
02055080,2022-05-25T18:30:00Z,00095,VA
02055379,2022-05-25T19:10:00Z,00095,VA
0205551460,2022-05-25T18:30:00Z,00095,VA
0205551614,2022-05-25T18:45:00Z,00095,VA
0205696042,2022-05-25T19:00:00Z,00095,VA
0205696095,2022-05-25T19:00:00Z,00095,VA
02079500,2022-05-25T18:15:00Z,00095,VA
0317154954,2022-05-25T18:55:00Z,00095,VA
0317155123,2022-05-25T18:55:00Z,00095,VA
03171597,2022-05-25T18:50:00Z,00095,VA
0317159760,2022-05-25T18:40:00Z,00095,VA
03520967,2008-04-10T03:45:00Z,00095,VA
03520967,2008-10-01T04:00:00Z,00095,VA
03520968,2008-04-10T03:45:00Z,00095,VA
03520980,2008-04-10T03:45:00Z,00095,VA
03520981,2008-04-10T03:45:00Z,00095,VA
03524000,2022-05-25T18:45:00Z,00095,VA
03524500,2022-05-25T18:45:00Z,00095,VA
03524740,2022-05-25T18:30:00Z,00095,VA
12212050,2022-01-24T22:45:00Z,99133,WA
12213100,2022-01-24T17:15:00Z,99133,WA
12500450,2022-05-25T18:30:00Z,99133,WA
12510500,2021-10-01T07:45:00Z,99133,WA
12090400,2022-05-25T18:15:00Z,00095,WA
12090500,2022-05-25T18:15:00Z,00095,WA
12098700,2022-05-25T18:45:00Z,00095,WA
12100490,2022-05-25T18:45:00Z,00095,WA
12101102,2022-05-25T18:30:00Z,00095,WA
12102075,2022-05-25T18:30:00Z,00095,WA
12165800,2013-05-22T06:00:00Z,00095,WA
12166000,2012-05-04T06:46:00Z,00095,WA
12169500,2013-05-21T06:00:00Z,00095,WA
12170000,2013-05-20T06:00:00Z,00095,WA
12170300,2016-10-01T07:00:00Z,00095,WA
12442500,2022-05-25T18:30:00Z,00095,WA
12500450,2022-05-25T18:30:00Z,00095,WA
12510500,2022-04-09T17:45:00Z,00095,WA
01595800,2022-05-25T18:15:00Z,00095,WV
01608500,2022-05-25T18:30:00Z,00095,WV
01611500,2022-05-25T18:30:00Z,00095,WV
03057000,2022-05-25T18:15:00Z,00095,WV
03058000,2022-05-25T18:15:00Z,00095,WV
03061000,2022-05-25T18:15:00Z,00095,WV
03066000,2022-05-25T18:30:00Z,00095,WV
03067510,2022-05-25T18:15:00Z,00095,WV
03179000,2022-05-25T19:00:00Z,00095,WV
03183500,2022-05-25T18:45:00Z,00095,WV
03185400,2022-05-25T18:45:00Z,00095,WV
03191982,2022-05-25T18:15:00Z,00095,WV
03200500,2022-05-25T19:15:00Z,00095,WV
03214500,2013-11-04T04:45:00Z,00095,WV
04067958,2015-10-01T05:00:00Z,99133,WI
04072150,2016-10-04T05:00:00Z,99133,WI
04080798,2017-10-12T16:00:00Z,99133,WI
04081000,2017-10-03T15:00:00Z,99133,WI
04026005,2022-03-04T06:30:00Z,00095,WI
04026157,2021-10-28T17:15:00Z,00095,WI
04026160,2022-05-25T19:00:00Z,00095,WI
04026561,2022-05-25T18:30:00Z,00095,WI
04027000,2022-05-25T18:45:00Z,00095,WI
04067500,2022-05-25T19:00:00Z,00095,WI
04067958,2015-10-19T05:45:00Z,00095,WI
04072150,2015-10-05T05:45:00Z,00095,WI
04080798,2017-10-12T16:45:00Z,00095,WI
04081000,2020-06-01T05:45:00Z,00095,WI
040851385,2022-05-25T18:20:00Z,00095,WI
04085427,2022-05-25T17:58:00Z,00095,WI
04087119,2016-10-24T04:30:00Z,00095,WI
04087142,2019-01-03T17:38:00Z,00095,WI
040871488,2017-11-20T16:00:00Z,00095,WI
04087170,2022-05-25T18:55:00Z,00095,WI
04087170,2022-05-25T19:00:00Z,00095,WI
05357205,2021-11-04T05:45:00Z,00095,WI
05357206,2021-11-04T17:30:00Z,00095,WI
05364128,2022-05-25T19:00:00Z,00095,WI
05364422,2014-10-08T05:45:00Z,00095,WI
053674962,2014-08-11T04:45:00Z,00095,WI
053674967,2021-02-02T16:15:00Z,00095,WI
05406457,2022-05-25T19:00:00Z,00095,WI
05406469,2022-05-25T19:00:00Z,00095,WI
05406479,2022-05-25T19:00:00Z,00095,WI
05406497,2013-10-01T05:00:00Z,00095,WI
05406500,2013-10-01T05:00:00Z,00095,WI
05429369,2022-05-25T19:00:00Z,00095,WI
05435943,2022-05-25T19:00:00Z,00095,WI
05435950,2022-05-25T19:00:00Z,00095,WI
05545750,2022-05-25T19:00:00Z,00095,WI
06036905,2017-11-01T06:45:00Z,00095,WY
06037100,2015-11-19T06:45:00Z,00095,WY
06299980,2014-07-01T06:00:00Z,00095,WY
06306250,2012-11-01T06:00:00Z,00095,WY
06313500,2017-11-16T06:45:00Z,00095,WY
06316400,2014-07-09T05:45:00Z,00095,WY
06324000,2016-07-13T05:45:00Z,00095,WY
06670500,2021-11-16T19:00:00Z,00095,WY
09217000,2022-05-25T18:30:00Z,00095,WY
09219200,2019-10-03T00:45:00Z,00095,WY
09258050,2022-05-25T18:30:00Z,00095,WY
09258980,2022-05-25T19:00:00Z,00095,WY
13013650,2022-05-25T19:00:00Z,00095,WY
